"treatment_indicator","Profit_zscore","Revenue_zscore","Baseline_Profit_z","Baseline_Revenue_z","urban","female","group"
0,-0.200030038565671,-0.120710848460326,-0.92448598354057,-0.362351749986314,1,0,"RSA Finance"
0,-0.337093036215006,-0.136164616621923,-0.92448598354057,-0.362351749986314,1,0,"RSA Finance"
0,-0.0431589367805468,-0.0800672120069804,0.156383343376448,0.17370323444203,1,0,"RSA Finance"
0,0.50926637744583,0.0438911231426135,0.156383343376448,0.17370323444203,1,0,"RSA Finance"
0,-0.325371360037798,-0.272401170686783,-0.623005839440846,-0.628048568355146,1,0,"RSA Finance"
0,NA,NA,-0.623005839440846,-0.628048568355146,1,0,"RSA Finance"
0,0.503948972711035,0.561045983592362,-0.0811170916860356,0.54661104969653,1,0,"RSA Finance"
0,0.303449827736018,0.315975984424718,-0.0811170916860356,0.54661104969653,1,0,"RSA Finance"
0,-0.542927323330933,-0.30445683046675,0.0836791285614022,-0.245818057719283,1,0,"RSA Finance"
0,NA,NA,0.0836791285614022,-0.245818057719283,1,0,"RSA Finance"
0,-0.217604234030291,-0.387000154400166,-0.383566625316627,-0.583765765293674,1,1,"RSA Finance"
0,-0.222812254784962,-0.343357282010107,-0.383566625316627,-0.583765765293674,1,1,"RSA Finance"
0,NA,NA,-1.27375703151205,-0.572112396066971,1,0,"RSA Finance"
0,NA,NA,-1.27375703151205,-0.572112396066971,1,0,"RSA Finance"
0,NA,NA,-1.3106907726381,0.127089757535218,1,0,"RSA Finance"
0,-0.457804732611002,-0.194428934547855,-1.3106907726381,0.127089757535218,1,0,"RSA Finance"
0,-0.345936393919035,-0.236561141336098,-0.5503016246258,-0.58236736098647,1,1,"RSA Finance"
0,-0.42229696055297,-0.51882905524528,-0.5503016246258,-0.58236736098647,1,1,"RSA Finance"
0,NA,NA,3.21480731326272,1.24581320329872,1,1,"RSA Finance"
0,NA,NA,3.21480731326272,1.24581320329872,1,1,"RSA Finance"
0,1.91218274555995,3.60633366268924,0.873828535171323,2.31792317215541,1,0,"RSA Finance"
0,0.87808252606107,1.17195250576116,0.873828535171323,2.31792317215541,1,0,"RSA Finance"
0,NA,NA,-0.595862932576562,-0.548805657613564,1,0,"RSA Finance"
0,NA,NA,-0.595862932576562,-0.548805657613564,1,0,"RSA Finance"
0,4.71071268821541,4.94576791232891,5.72824048889541,6.04700132470041,1,0,"RSA Finance"
0,6.52525651574455,6.62490294935951,5.72824048889541,6.04700132470041,1,0,"RSA Finance"
0,-0.141712495683836,-0.395815460839657,-0.337811439459692,-0.525498919160158,1,1,"RSA Finance"
0,-0.3058735503662,-0.308655531145117,-0.337811439459692,-0.525498919160158,1,1,"RSA Finance"
0,-0.307492102879115,-0.0946614008110065,-0.373388035242521,-0.387406493823726,1,0,"RSA Finance"
0,-0.304265521016314,-0.176234191346882,-0.373388035242521,-0.387406493823726,1,0,"RSA Finance"
0,0.272252111244917,0.577073813482346,0.0899801605120395,-0.401973205357105,1,0,"RSA Finance"
0,-0.218357769973117,-0.320222781433447,0.0899801605120395,-0.401973205357105,1,0,"RSA Finance"
0,-0.311771199019129,-0.320222781433447,-0.612633371460566,-0.506853528397433,1,1,"RSA Finance"
0,-0.379472491627292,-0.461529563388589,-0.612633371460566,-0.506853528397433,1,1,"RSA Finance"
0,-0.361880008824314,-0.349430088411481,-0.33606653830413,-0.491704148402719,1,1,"RSA Finance"
0,-0.418502229103815,-0.344526405191709,-0.33606653830413,-0.491704148402719,1,1,"RSA Finance"
0,0.307767244053016,0.00808585238792919,0.614904591476672,-0.276116817708711,1,1,"RSA Finance"
0,NA,NA,0.614904591476672,-0.276116817708711,1,1,"RSA Finance"
0,NA,NA,0.742864009551153,-0.0127506731852201,1,0,"RSA Finance"
0,NA,NA,0.742864009551153,-0.0127506731852201,1,0,"RSA Finance"
0,-0.339135095980677,-0.331790031721777,-0.283719503637297,-0.525498919160158,1,0,"RSA Finance"
0,-0.264922992564832,-0.401425201301151,-0.283719503637297,-0.525498919160158,1,0,"RSA Finance"
0,-0.3193013602984,-0.312470745411742,-0.259484765365615,-0.478885442253346,1,0,"RSA Finance"
0,-0.276092550350951,-0.262386529991795,-0.259484765365615,-0.478885442253346,1,0,"RSA Finance"
0,0.670682436777309,0.561045983592362,1.05791560708302,0.890385441884273,1,0,"RSA Finance"
0,-0.163524178475245,-0.0773105253785111,1.05791560708302,0.890385441884273,1,0,"RSA Finance"
0,0.38936297832811,-0.03104152422519,-0.0278006674883351,-0.0407187593293076,1,0,"RSA Finance"
0,-0.0749849427320372,-0.272401170686783,-0.0278006674883351,-0.0407187593293076,1,0,"RSA Finance"
0,NA,NA,-0.573082278601181,-0.350698380759611,1,1,"RSA Finance"
0,NA,NA,-0.573082278601181,-0.350698380759611,1,1,"RSA Finance"
0,NA,NA,-0.197540774343196,-0.541813636077543,1,0,"RSA Finance"
0,0.0919646446016475,-0.397899078725354,-0.197540774343196,-0.541813636077543,1,0,"RSA Finance"
0,-0.441491655148477,-0.384595979916668,-0.434944270452593,-0.443925334573236,1,1,"RSA Finance"
0,-0.336670525553544,-0.32276757649688,-0.434944270452593,-0.443925334573236,1,1,"RSA Finance"
0,-0.472922041340457,-0.532693128100116,-0.613796638897607,-0.663008676035255,1,0,"RSA Finance"
0,-0.403506670567828,-0.386734470591346,-0.613796638897607,-0.663008676035255,1,0,"RSA Finance"
0,-0.246105377754154,0.0215894645867128,-0.449485113415602,-0.367013097676995,1,1,"RSA Finance"
0,NA,NA,-0.449485113415602,-0.367013097676995,1,1,"RSA Finance"
0,-0.0412636426789067,0.811881521370605,0.573220841649379,0.686451480416968,1,1,"RSA Finance"
0,0.16454440574472,0.269706983271397,0.573220841649379,0.686451480416968,1,1,"RSA Finance"
0,-0.250458417199148,-0.346827457096606,-0.39859216304507,-0.537152288386861,1,0,"RSA Finance"
0,0.0859262491563689,-0.250162556714431,-0.39859216304507,-0.537152288386861,1,0,"RSA Finance"
0,-0.42927232974309,-0.424328034028419,0.149597616660377,-0.222511319265877,1,1,"RSA Finance"
0,-0.148695165770501,-0.128150701676931,0.149597616660377,-0.222511319265877,1,1,"RSA Finance"
0,-0.42927232974309,-0.424328034028419,-0.502801537613303,-0.380997140749039,1,1,"RSA Finance"
0,-0.533297408193507,-0.560902108706487,-0.502801537613303,-0.380997140749039,1,1,"RSA Finance"
0,-0.188787477193611,2.74483780610262,0.151536395722112,3.94939486389385,1,1,"RSA Finance"
0,0.567320726651957,2.58315704093745,0.151536395722112,3.94939486389385,1,1,"RSA Finance"
0,NA,NA,-0.527036275884985,-0.292431534626095,1,0,"RSA Finance"
0,-0.118723069639174,-0.216303766071841,-0.527036275884985,-0.292431534626095,1,0,"RSA Finance"
0,NA,NA,0.728323166588144,0.115436388308514,1,0,"RSA Finance"
0,0.393214576190847,0.315975984424718,0.728323166588144,0.115436388308514,1,0,"RSA Finance"
0,NA,NA,-0.549041418235672,-0.676992719107299,1,1,"RSA Finance"
0,NA,NA,-0.549041418235672,-0.676992719107299,1,1,"RSA Finance"
0,-0.360225240987726,-0.358394707384937,-0.124739620575063,-0.411295900738467,1,0,"RSA Finance"
0,-0.317159302180781,-0.357749364850946,-0.124739620575063,-0.411295900738467,1,0,"RSA Finance"
0,NA,NA,2.6641940597301,2.08485578762134,1,0,"RSA Finance"
0,NA,NA,2.6641940597301,2.08485578762134,1,0,"RSA Finance"
0,1.84870457779573,1.64042614243853,2.83713315203683,2.91271113748634,1,0,"RSA Finance"
0,1.32731676192331,1.74710539545115,2.83713315203683,2.91271113748634,1,0,"RSA Finance"
0,4.67138231594889,3.11235874162856,4.18419684413,5.81393394016635,1,0,"RSA Finance"
0,6.52525651574455,6.62490294935951,4.18419684413,5.81393394016635,1,0,"RSA Finance"
0,-0.225242042932496,-0.326006406577612,0.0545974426353838,-0.329722316151545,1,1,"RSA Finance"
0,-0.0150052438157751,-0.290031783565765,0.0545974426353838,-0.329722316151545,1,1,"RSA Finance"
0,0.174900537579378,0.607239346684875,-0.668567147391608,0.616531265056749,1,0,"RSA Finance"
0,0.112500305542478,0.440837259417485,-0.668567147391608,0.616531265056749,1,0,"RSA Finance"
0,-0.523429738191018,-0.29484013253276,-0.616704807490208,-0.615229862205772,1,0,"RSA Finance"
0,-0.246293053452018,-0.267013430107128,-0.616704807490208,-0.615229862205772,1,0,"RSA Finance"
0,-0.42927232974309,-0.424328034028419,-0.526519595525045,-0.677427856938446,1,0,"RSA Finance"
0,0.246922281230667,-0.248359425851808,-0.526519595525045,-0.677427856938446,1,0,"RSA Finance"
0,-0.121704761351184,-0.320484660356734,-0.233311248032199,-0.374005119213017,1,0,"RSA Finance"
0,-0.260513804389386,-0.285521030568456,-0.233311248032199,-0.374005119213017,1,0,"RSA Finance"
0,NA,NA,-0.483413746995957,-0.502192180706752,1,0,"RSA Finance"
0,NA,NA,-0.483413746995957,-0.502192180706752,1,0,"RSA Finance"
0,NA,NA,-0.459179008724275,-0.591923123752366,1,1,"RSA Finance"
0,NA,NA,-0.459179008724275,-0.591923123752366,1,1,"RSA Finance"
0,-0.42927232974309,-0.424328034028419,-0.779853065535172,-0.525685373067785,1,0,"RSA Finance"
0,-0.331540026841766,-0.352540320136701,-0.779853065535172,-0.525685373067785,1,0,"RSA Finance"
0,-0.42927232974309,-0.424328034028419,-0.491168863242895,-0.674662045261958,1,0,"RSA Finance"
0,-0.533297408193507,-0.560902108706487,-0.491168863242895,-0.674662045261958,1,0,"RSA Finance"
0,NA,NA,-0.666628368329873,-0.432271965346533,1,1,"RSA Finance"
0,NA,NA,-0.666628368329873,-0.432271965346533,1,1,"RSA Finance"
0,-0.42927232974309,-0.424328034028419,-0.141510059459067,-0.129284365452251,1,1,"RSA Finance"
0,-0.533297408193507,-0.560902108706487,-0.141510059459067,-0.129284365452251,1,1,"RSA Finance"
0,0.220520892207554,0.104252831727831,-0.643363019589059,-0.42061859611983,1,0,"RSA Finance"
0,0.634194984446419,4.00592882640208,-0.643363019589059,-0.42061859611983,1,0,"RSA Finance"
0,-0.533297408193507,-0.560902108706487,-0.249403114244596,-0.581435091448333,1,1,"RSA Finance"
0,-0.42927232974309,-0.424328034028419,-0.249403114244596,-0.581435091448333,1,1,"RSA Finance"
0,-0.42927232974309,-0.424328034028419,-0.58762312156419,-0.64203261142719,1,1,"RSA Finance"
0,-0.533297408193507,-0.560902108706487,-0.58762312156419,-0.64203261142719,1,1,"RSA Finance"
0,-0.533297408193507,-0.560902108706487,-0.468872904032948,-0.432271965346533,1,0,"RSA Finance"
0,-0.42927232974309,-0.424328034028419,-0.468872904032948,-0.432271965346533,1,0,"RSA Finance"
0,0.994193048716543,0.336656365132592,0.742864009551153,0.430077357429499,1,1,"RSA Finance"
0,1.18144712888406,0.468663688230678,0.742864009551153,0.430077357429499,1,1,"RSA Finance"
0,-0.326491240856116,-0.38299319692767,-0.484383136526825,-0.478885442253346,1,0,"RSA Finance"
0,-0.272878674792628,-0.345670732067773,-0.484383136526825,-0.478885442253346,1,0,"RSA Finance"
0,-0.093300631303506,-0.169848527685153,-0.41458709030438,-0.339045011532908,1,0,"RSA Finance"
0,0.0139900098344935,-0.00473641152405766,-0.41458709030438,-0.339045011532908,1,0,"RSA Finance"
0,NA,NA,-0.344791044081936,-0.245818057719283,1,0,"RSA Finance"
0,NA,NA,-0.344791044081936,-0.245818057719283,1,0,"RSA Finance"
0,-0.162350603838918,-0.140930401964328,-0.06172930106869,0.20866334212214,1,0,"RSA Finance"
0,-0.303606359503893,-0.208289851126849,-0.06172930106869,0.20866334212214,1,0,"RSA Finance"
0,-0.533297408193507,-0.560902108706487,0.545980995832009,-0.0360574116386263,1,0,"RSA Finance"
0,-0.42927232974309,-0.424328034028419,0.545980995832009,-0.0360574116386263,1,0,"RSA Finance"
0,2.13915534318248,0.480906834142444,-0.245913311933473,0.569917788149937,1,0,"RSA Finance"
0,5.11771305690917,5.89236227242413,-0.245913311933473,0.569917788149937,1,0,"RSA Finance"
0,NA,NA,1.17908929844143,1.9100552492208,1,0,"RSA Finance"
0,NA,NA,1.17908929844143,1.9100552492208,1,0,"RSA Finance"
0,-0.379660635850089,-0.38268593299043,-0.491168863242895,-0.572112396066971,1,0,"RSA Finance"
0,-0.330191255777467,-0.30445683046675,-0.491168863242895,-0.572112396066971,1,0,"RSA Finance"
0,-0.389252964039756,-0.408133883624757,-0.616220112724775,-0.672331371416618,1,0,"RSA Finance"
0,-0.0942220815091286,-0.432679469586619,-0.616220112724775,-0.672331371416618,1,0,"RSA Finance"
0,-0.277199461900027,-0.239252029415135,-0.100504882303381,-0.245818057719283,1,1,"RSA Finance"
0,-0.302704577221369,-0.368568150026685,-0.100504882303381,-0.245818057719283,1,1,"RSA Finance"
0,-0.154834411519026,-0.239252029415135,-0.178056044772764,-0.187551211585767,1,0,"RSA Finance"
0,-0.241480700110525,-0.30445683046675,-0.178056044772764,-0.187551211585767,1,0,"RSA Finance"
0,0.125642106742289,-0.0194742739368597,-0.342852265020201,-0.38565848843972,1,0,"RSA Finance"
