"treatment_indicator","Profit_zscore","Revenue_zscore","Baseline_Profit_z","Baseline_Revenue_z","urban","female","group"
0,-0.477919578319016,-0.334212554301619,-0.186975714231601,-0.28938438069056,1,1,"Tanzania"
0,-0.42953285433378,-0.482086177412076,-1.05170496802702,-0.444748781831351,1,1,"Tanzania"
0,-0.0201247293585831,-0.319754829359018,-0.420092363293499,-0.2860156140933,1,1,"Tanzania"
0,-0.623505479448142,-0.530613182597305,-0.958931223601817,-0.46637732133917,1,1,"Tanzania"
0,-0.542727976563868,-0.413718949389621,-1.10963641673465,-0.434913878177031,1,1,"Tanzania"
0,2.56610509606308,1.29794948019656,0.645553973003955,0.548382205046192,1,1,"Tanzania"
0,-0.0702959410248895,0.249305933957271,-0.886673410347833,-0.307083674755421,1,1,"Tanzania"
0,-0.209442810053686,-0.301563400902792,0.0494791264763936,-0.218587204431116,1,1,"Tanzania"
0,-0.0580554744870221,0.527290178380281,0.0494791264763936,0.371389264397583,1,1,"Tanzania"
0,-0.326002818651322,-0.355720159129235,-0.367794121831832,-0.336582498196856,1,1,"Tanzania"
0,-0.535965559158449,-0.211248133568247,-0.785067370140057,-0.457527674306739,1,0,"Tanzania"
0,-0.714752721621595,-0.540142618149249,0.849252852400492,-0.159589557548246,1,1,"Tanzania"
0,0.0827998328352424,-0.401110368850351,-0.645976287370648,-0.389680380391439,1,1,"Tanzania"
0,0.204329797629662,0.944802756039529,0.744934540323436,0.666377498811932,1,0,"Tanzania"
0,-0.548043227638144,-0.499133104327879,0.779707311015788,-0.252298468502221,1,1,"Tanzania"
0,-0.0629933618201046,-0.424473150871622,0.0494791264763936,-0.248086027872551,1,1,"Tanzania"
0,-0.626790721448981,-0.467489424961103,-0.99370399429417,-0.395580145079726,1,1,"Tanzania"
0,0.6266530355619,0.851455313752571,3.17902848878808,2.25931396464942,1,1,"Tanzania"
0,-0.599885315086165,-0.528738431808846,-0.124384726985367,-0.271685086625699,1,1,"Tanzania"
0,-0.00259487591121915,-0.0919698207344487,-0.402566892524184,-0.233336616151834,1,0,"Tanzania"
0,0.296916456219126,0.458212877670213,0.0494791264763936,-0.100591910665376,1,1,"Tanzania"
0,-0.375053451843896,-0.018524060487065,-1.04238583789077,-0.395580145079726,1,1,"Tanzania"
0,0.600862198039305,0.149563805803794,0.258115750630506,0.223895147190408,1,0,"Tanzania"
0,0.185952742916518,0.0215340825348332,-0.50688520460124,-0.124190969418524,1,0,"Tanzania"
0,-0.560536612622019,-0.217703725988524,-0.99370399429417,-0.218587204431116,1,1,"Tanzania"
0,-0.666526126237932,-0.545767573921495,-0.416476000801125,-0.307083674755421,1,1,"Tanzania"
0,-0.112666095530792,-0.398078939841716,0.744934540323436,-0.159589557548246,1,1,"Tanzania"
0,-0.480708573718548,-0.536123649236909,-0.645976287370648,-0.366081321638291,1,1,"Tanzania"
0,-0.602260684125697,-0.274535693386613,-0.0896119562930148,-0.268145227812727,1,1,"Tanzania"
0,-0.677890308445784,-0.356372335725041,1.19698055932401,2.52480337562233,1,0,"Tanzania"
0,1.93524764752514,1.55953194760217,0.605843457554027,1.66933749582072,1,0,"Tanzania"
0,-0.673295876841867,-0.418653661629703,0.844384721099869,0.405017923120819,1,1,"Tanzania"
0,-0.416123571065784,-0.466913410706802,-0.892793451947471,-0.428028850865304,1,1,"Tanzania"
0,-0.491768845805368,-0.429062465343445,-1.06324953567887,-0.4073796744563,1,1,"Tanzania"
0,-0.399374072035751,-0.473672513168651,-0.99370399429417,-0.454577791962596,1,0,"Tanzania"
0,0.22642795840775,-0.274535693386613,-0.0896119562930148,-0.336582498196856,1,1,"Tanzania"
0,-0.484376665374212,-0.502655183303281,0.0494791264763936,-0.381420709827837,1,1,"Tanzania"
0,-0.049801645627591,-0.31672725385453,0.0494791264763936,-0.218587204431116,1,1,"Tanzania"
0,-0.239542475552693,-0.436651940093369,-0.209438929758491,-0.349697675579042,1,1,"Tanzania"
0,-0.193440985242129,10.3788463643726,0.605843457554027,11.2859539377285,1,1,"Tanzania"
0,0.0315437644959793,0.0548874110756242,-0.50688520460124,-0.336582498196856,1,0,"Tanzania"
0,1.2256596508069,0.213112452778449,0.188570209245802,-0.307083674755421,1,1,"Tanzania"
0,-0.28866031087335,-0.232822558356284,-0.180021089347747,-0.277584851313986,1,1,"Tanzania"
0,-0.308452260314828,-0.103003553398665,0.397206833399915,-0.130090734106811,1,1,"Tanzania"
0,-0.0936078924749443,-0.131502649469901,-0.182385683031872,-0.15116470029511,1,1,"Tanzania"
0,-0.305343883482818,-0.326256324345353,-0.0548391856006627,-0.272865039563356,1,1,"Tanzania"
0,0.638065173070062,0.220230101428025,-0.924158452909465,-0.277584851313986,1,1,"Tanzania"
0,-0.489999926379202,-0.294964175856198,-0.472112433908888,-0.219767157368773,1,1,"Tanzania"
0,0.017028183481338,0.0197513162114939,0.0724292117296525,-0.129264776652933,1,1,"Tanzania"
0,-0.359616202755851,-0.279463652536945,0.536297916169323,0.0469022065417984,1,1,"Tanzania"
0,-0.418218205107179,-0.31524161631888,-0.785067370140057,-0.277584851313986,1,1,"Tanzania"
0,-0.0245324199935567,1.50258750640267,0.744934540323436,2.43630690529803,1,1,"Tanzania"
0,-0.584219799661349,-0.501551819012519,-0.958931223601817,-0.425078968521161,1,1,"Tanzania"
0,-0.173151160542466,-0.381060009416447,0.452843266507678,-0.135990498795098,1,1,"Tanzania"
0,0.32587033076504,0.0925318953020277,-0.785067370140057,-0.307083674755421,1,0,"Tanzania"
0,2.7680520970943,0.292689485900898,1.25122613820039,0.0970502063922378,1,1,"Tanzania"
0,-0.570037018383715,-0.404274044783596,0.0494791264763936,-0.248086027872551,1,1,"Tanzania"
0,-0.481957789414633,-0.484549584463464,-1.14322690827128,-0.454577791962596,1,1,"Tanzania"
1,0.779551212526243,0.288930239523015,-0.50688520460124,-0.248086027872551,1,1,"Tanzania"
1,0.256757360993006,-0.152034174845446,0.0494791264763936,0.0764010299832333,1,0,"Tanzania"
1,1.00177869918672,0.832268879878745,1.99675428524811,0.518883381604757,1,0,"Tanzania"
1,0.27075256739227,0.577906624800608,1.44038995417048,0.961365733226282,1,0,"Tanzania"
1,-0.555533636080005,-0.480794268176114,-0.854612911524761,-0.366081321638291,1,1,"Tanzania"
1,2.02805015668041,1.59568310646045,0.744934540323436,-0.23038673380769,1,1,"Tanzania"
1,-0.270785330436575,-0.274535693386613,-0.159157497677719,-0.259885557249125,1,1,"Tanzania"
1,-0.0580554744870221,-0.421539024120221,0.501525145476971,-0.124190969418524,1,1,"Tanzania"
1,-0.531349744395972,-0.520256658217136,-0.99370399429417,-0.395580145079726,1,1,"Tanzania"
1,-0.0174218115423285,-0.0740449821893735,-0.55327210334336,-0.320853729378875,1,1,"Tanzania"
1,0.108754302747129,-0.0334560509154368,-0.298248580447127,-0.0415942637825064,1,1,"Tanzania"
1,0.202663808151341,-0.119359624453363,0.793616419292729,0.0823007946715203,1,1,"Tanzania"
1,0.548380585425462,0.721516078289384,1.44038995417048,1.55134220205498,1,1,"Tanzania"
1,0.392165205511897,-0.0150569957824387,0.397206833399915,0.282892794073278,1,1,"Tanzania"
1,1.37916760209502,0.160839771743059,0.0494791264763936,-0.248086027872551,1,0,"Tanzania"
1,-0.114890990629617,0.0810103426505455,-0.159157497677719,-0.0710930872239414,1,1,"Tanzania"
1,-0.708340487304175,-0.545507740983588,-1.02152221084805,-0.454577791962596,1,1,"Tanzania"
1,-0.354205628081353,-0.45656080669795,-0.924158452909465,-0.425078968521161,1,1,"Tanzania"
1,-0.527297283518369,-0.488443326373152,0.397206833399915,0.0469022065417984,1,0,"Tanzania"
1,1.02344844408653,3.58204978625339,2.97039186463397,0.0174033831003634,1,0,"Tanzania"
1,0.437537001749136,1.12725259081512,0.744934540323436,1.61033984893785,1,0,"Tanzania"
1,0.112118660283831,-0.257501095205251,0.14684288441498,-0.174338969268964,1,1,"Tanzania"
1,2.14891451774381,1.93019604694718,0.119024667861098,0.548382205046192,1,0,"Tanzania"
1,-0.270785330436575,0.0419013062166057,1.54470826624753,0.0764010299832333,1,0,"Tanzania"
1,0.0949819242702915,-0.280991242401089,0.278979413045918,-0.277584851313986,1,0,"Tanzania"
1,-0.231731704059876,-0.213066238670201,-0.63436215932088,-0.277584851313986,1,0,"Tanzania"
1,-0.174802526640002,-0.285883060838292,-0.298248580447127,0.135398676866103,1,1,"Tanzania"
1,-0.118706317300806,-0.261440965790659,0.466752374784619,-0.159589557548246,1,1,"Tanzania"
1,-0.601554261810214,-0.406495935271726,-0.944048481990214,-0.34501326097617,1,1,"Tanzania"
1,-0.536247621100595,-0.519968234537801,-0.555567083570533,-0.366081321638291,1,1,"Tanzania"
1,-0.7161043715224,-0.558519692591092,-0.844876542805441,-0.30295383947362,1,1,"Tanzania"
1,0.336908824250462,0.463817652967273,-0.447284695443256,-0.355125454291025,1,1,"Tanzania"
1,-0.383139384294618,-0.219892112923493,-0.924158452909465,-0.248086027872551,1,1,"Tanzania"
1,-0.330194223265508,-0.143473666504719,-0.437339663216536,-0.141890263483385,1,1,"Tanzania"
1,-0.248713606034608,-0.00787961521053796,-1.13279507706358,0.0174033831003634,1,0,"Tanzania"
1,-0.624359186824774,-0.426425340790131,0.81448008170814,0.0292029124769374,1,1,"Tanzania"
1,-0.244400062711244,-0.224796337688954,-0.99370399429417,-0.277584851313986,1,1,"Tanzania"
1,0.0254576687945276,-0.039240604899594,-0.159157497677719,-0.314948059164411,1,1,"Tanzania"
1,-0.333031686570814,-0.223205091434508,-0.437339663216536,-0.130090734106811,1,1,"Tanzania"
1,-0.480719789327288,-0.453849950420192,0.15671837393013,-0.173412713894888,1,1,"Tanzania"
1,-0.18093002933701,1.11900489135072,-0.50688520460124,1.25635396764063,1,1,"Tanzania"
1,-0.145713569558194,-0.237399082804631,-0.298248580447127,-0.218587204431116,1,1,"Tanzania"
1,0.920807729032972,0.670861489713466,0.0494791264763936,-0.248086027872551,1,1,"Tanzania"
1,0.133084952128283,-0.241113621198977,1.09266224724696,-0.0415942637825064,1,1,"Tanzania"
1,2.4141501401518,3.68092956234319,2.83130078186456,1.25635396764063,1,1,"Tanzania"
1,-0.187916232354583,-0.236563143862637,-0.198868013127646,-0.218587204431116,1,1,"Tanzania"
1,-0.220306737805012,0.628403027471211,0.0494791264763936,0.312391617514713,1,0,"Tanzania"
1,-0.405091107780767,-0.281545758770336,-0.576430745985944,0.0174033831003634,1,1,"Tanzania"
1,-0.767998463898809,-0.590972737663271,-0.958931223601817,-0.472277086027457,1,1,"Tanzania"
1,0.641163216522899,0.643286705081414,-0.414181020573952,0.961365733226282,1,0,"Tanzania"
0,-0.0346562458221871,-0.241727741692652,-0.944048481990214,-0.302871234125751,1,1,"Tanzania"
0,-0.10495146470751,-0.146959724389179,0.0494791264763936,-0.100591910665376,1,1,"Tanzania"
0,0.164611445728407,-0.227459807155314,1.23175333001637,0.577881028487627,1,1,"Tanzania"
0,0.665540840850913,-0.215611887477239,-1.15365873947899,-0.395580145079726,1,1,"Tanzania"
0,0.400307250969617,0.0393709510521017,-0.645976287370648,-0.218587204431116,1,1,"Tanzania"
